,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,trip_length,group_size
13942,tour_id0atj7w3x,NETHERLANDS,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,No,No,12,5,Yes,Higher Cost,4.0,17,extended,small
13943,tour_idezw63r0k,KOREA,25-44,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost,1.0,3,Normal,small
13944,tour_idj2hfwwtz,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,2,Yes,Normal Cost,2.0,10,Normal,small
13945,tour_id2u9wk21g,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,16,Yes,High Cost,1.0,46,longer,small
13946,tour_iduxuil1ww,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,7,0,No,Normal Cost,1.0,7,Normal,small
13947,tour_idws056f1t,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost,1.0,11,Normal,small
13948,tour_idul53bd68,FRANCE,45-64,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,No,Higher Cost,4.0,7,Normal,small
13949,tour_id2emhvx4q,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,9,0,Yes,Normal Cost,1.0,9,Normal,small
13950,tour_idk21y0ydq,SWIZERLAND,45-64,With Children,1.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,High Cost,2.0,14,Normal,small
13951,tour_idunhyikd3,SOUTH AFRICA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost,1.0,4,Normal,small
13952,tour_idkgijmvos,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,Yes,High Cost,2.0,18,extended,small
13953,tour_idw8ax88as,DRC,18-24,Alone,1.0,0.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost,1.0,4,Normal,small
13954,tour_id8vktgw1j,ITALY,25-44,With Spouse,1.0,3.0,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Higher Cost,4.0,7,Normal,small
13955,tour_id1y2lkovv,ITALY,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,7,Yes,Higher Cost,3.0,7,Normal,small
13956,tour_id6yyockbe,ZAMBIA,25-44,Alone,3.0,0.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Package Tour,No,Yes,No,No,No,No,No,8,0,No,Lower Cost,3.0,8,Normal,small
13957,tour_id57imcvvi,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,2.0,10,Normal,small
13958,tour_id2lx6kes7,SPAIN,25-44,With Spouse and Children,1.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Higher Cost,3.0,10,Normal,small
13959,tour_idrarg9bdo,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,18,Yes,Normal Cost,2.0,18,extended,small
13960,tour_id7xtxfm3z,AUSTRIA,45-64,With Other Friends/Relatives,2.0,3.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,Yes,No,14,0,No,Higher Cost,5.0,14,Normal,small
13961,tour_idv1h44fbg,FRANCE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,Yes,No,No,No,7,0,Yes,Higher Cost,2.0,7,Normal,small
13962,tour_id30fozkzp,CHINA,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,40,4,Yes,Normal Cost,2.0,44,longer,small
13963,tour_idmwcfu06l,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,9,0,Yes,Lower Cost,1.0,9,Normal,small
13964,tour_idf6prgpca,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Yes,Normal Cost,1.0,6,Normal,small
13965,tour_idqpfebx3b,UNITED KINGDOM,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,28,0,No,Low Cost,1.0,28,extended,small
13966,tour_id6h0ecjyr,FRANCE,45-64,With Children,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost,3.0,9,Normal,small
13967,tour_id3ju3dhi6,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,3,Yes,High Cost,2.0,17,extended,small
13968,tour_iddzq30fhy,INDIA,25-44,With Spouse,1.0,1.0,Business,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost,2.0,8,Normal,small
13969,tour_idm6goqe3g,TURKEY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost,2.0,5,Normal,small
13970,tour_ido0amm724,IRELAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost,2.0,5,Normal,small
13971,tour_id0m1vjj3c,AUSTRALIA,45-64,,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost,1.0,6,Normal,small
13972,tour_id28f94rwe,UNITED KINGDOM,45-64,,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Yes,Lower Cost,1.0,21,extended,small
13973,tour_idea5rhtu6,GERMANY,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,6,Yes,Normal Cost,2.0,6,Normal,small
13974,tour_idolsgj969,AUSTRALIA,18-24,Alone,1.0,0.0,Volunteering,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,24,0,Yes,Normal Cost,1.0,24,extended,small
13975,tour_idy9v8snj2,SWEDEN,<18,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Low Cost,1.0,30,extended,small
13976,tour_idz89ho1gx,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
13977,tour_id2xc2b9mw,SWEDEN,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,16,0,Yes,Normal Cost,1.0,16,extended,small
13978,tour_id3hlxutkr,FRANCE,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost,2.0,7,Normal,small
13979,tour_iditta2ams,ZAMBIA,25-44,Alone,0.0,1.0,Other,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,Normal,small
13980,tour_id21gvkc4q,SWIZERLAND,18-24,Alone,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,Yes,Higher Cost,2.0,5,Normal,small
13981,tour_id03r1t67o,GERMANY,18-24,Alone,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,7,8,Yes,High Cost,2.0,15,extended,small
13982,tour_idgffgfsob,AUSTRALIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Lower Cost,1.0,5,Normal,small
13983,tour_idgjmvyw6y,ITALY,25-44,With Other Friends/Relatives,6.0,4.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,9,No,Higher Cost,10.0,9,Normal,big
13984,tour_id4qa2kd3z,FRANCE,25-44,With Spouse and Children,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,2,19,Yes,Higher Cost,4.0,21,extended,small
13985,tour_idc5fwg7f7,FRANCE,25-44,With Spouse and Children,4.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,10,5,Yes,Higher Cost,5.0,15,extended,small
13986,tour_idy2zd9d8i,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,No,Normal Cost,1.0,10,Normal,small
13987,tour_idfixbrjze,INDIA,25-44,With Other Friends/Relatives,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,0,Yes,Normal Cost,1.0,11,Normal,small
13988,tour_id3s9857gq,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,8,4,Yes,High Cost,2.0,12,Normal,small
13989,tour_idtuwpjhil,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,Yes,High Cost,2.0,5,Normal,small
13990,tour_idt40ni01s,CANADA,45-64,With Other Friends/Relatives,2.0,0.0,Volunteering,Hunting Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,49,0,Yes,Lower Cost,2.0,49,longer,small
13991,tour_id27dzyxol,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,High Cost,2.0,16,extended,small
13992,tour_id0zyseej1,CANADA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,3,Yes,High Cost,1.0,12,Normal,small
13993,tour_idmry11jnf,KENYA,45-64,Alone,0.0,1.0,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,Normal,small
13994,tour_idn7o7of69,SPAIN,18-24,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,13,0,Yes,Normal Cost,1.0,13,Normal,small
13995,tour_id6m0gg25x,IRELAND,25-44,With Children,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,13,0,Yes,High Cost,1.0,13,Normal,small
13996,tour_idr1ar1p1e,MALAYSIA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,Yes,Higher Cost,1.0,5,Normal,small
13997,tour_idwz7bwt05,UNITED KINGDOM,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,5,Yes,Higher Cost,3.0,5,Normal,small
13998,tour_idza0r1so8,CANADA,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,0,Yes,Higher Cost,2.0,16,extended,small
13999,tour_idu4my2d8w,IRELAND,<18,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Normal Cost,2.0,14,Normal,small
14000,tour_idpu2xsyc2,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,Normal,small
14001,tour_idukhqmxpo,NEW ZEALAND,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,3,3,Yes,Low Cost,2.0,6,Normal,small
14002,tour_idkyumgq7e,SPAIN,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,1.0,2,Normal,small
14003,tour_idm5ibdbdc,BELGIUM,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
14004,tour_idbi7t4yc3,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,3,No,Normal Cost,1.0,13,Normal,small
14005,tour_id3a9eszz2,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,7,Yes,High Cost,2.0,12,Normal,small
14006,tour_idfhp697og,MALAYSIA,25-44,,0.0,1.0,Scientific and Academic,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost,1.0,15,extended,small
14007,tour_idu1uqtf0y,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost,2.0,12,Normal,small
14008,tour_idp14jjn4s,KENYA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3,No,Low Cost,2.0,3,Normal,small
14009,tour_idp9i2c9lo,CHINA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Higher Cost,2.0,11,Normal,small
14010,tour_id9yxvecny,ITALY,25-44,With Other Friends/Relatives,0.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,13,No,Normal Cost,2.0,15,extended,small
14011,tour_idjfknn5t1,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,5,0,Yes,Higher Cost,2.0,5,Normal,small
14012,tour_idpctkzs4g,ITALY,45-64,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,5,5,Yes,High Cost,3.0,10,Normal,small
14013,tour_idhnah9cvs,CAMEROON,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,No,High Cost,1.0,8,Normal,small
14014,tour_id8qzlcb5v,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost,2.0,7,Normal,small
14015,tour_idr9ilv0rb,ZAMBIA,25-44,Alone,0.0,1.0,Business,Bird Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Normal Cost,1.0,12,Normal,small
14016,tour_idewqp2qn0,SWEDEN,45-64,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,8,6,Yes,High Cost,1.0,14,Normal,small
14017,tour_idn90zyot3,UNITED KINGDOM,18-24,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,3,Yes,High Cost,4.0,8,Normal,small
14018,tour_id0dmkd52j,UGANDA,25-44,With Other Friends/Relatives,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost,2.0,1,Normal,small
14019,tour_idn072mr8m,GERMANY,18-24,Alone,1.0,0.0,Volunteering,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,22,0,Yes,High Cost,1.0,22,extended,small
14020,tour_idcz9iu7mm,AUSTRALIA,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost,1.0,8,Normal,small
14021,tour_idbm66yc5r,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,11,Yes,Higher Cost,2.0,17,extended,small
14022,tour_id352wxn36,DENMARK,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,Others,Independent,Yes,Yes,Yes,Yes,No,No,No,5,0,Yes,Normal Cost,2.0,5,Normal,small
14023,tour_idi1dh0z90,CHINA,18-24,With Other Friends/Relatives,4.0,2.0,Volunteering,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,39,3,Yes,Normal Cost,6.0,42,longer,big
14024,tour_idhz5eyrv0,SPAIN,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost,1.0,5,Normal,small
14025,tour_idat9igzes,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,4,Yes,High Cost,2.0,4,Normal,small
14026,tour_idyktdviqr,ZAMBIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost,1.0,2,Normal,small
14027,tour_idoxnzu8ur,FRANCE,25-44,With Spouse and Children,3.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,3,Yes,Higher Cost,5.0,10,Normal,small
14028,tour_id5kw2hf17,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Medical,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,3,0,Yes,Higher Cost,1.0,3,Normal,small
14029,tour_idt2xxwhai,UNITED KINGDOM,45-64,Alone,0.0,1.0,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,19,0,Yes,Normal Cost,1.0,19,extended,small
14030,tour_idwxy4ldfp,MALAYSIA,25-44,Alone,0.0,1.0,Other,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost,1.0,1,Normal,small
14031,tour_idixkd3ls9,AUSTRALIA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Low Cost,2.0,5,Normal,small
14032,tour_id4u9zqnvd,SLOVAKIA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,Normal,small
14033,tour_idx5cgn0ue,KENYA,25-44,With Other Friends/Relatives,2.0,2.0,Other,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost,4.0,2,Normal,small
14034,tour_id1gmeulkp,UNITED STATES OF AMERICA,25-44,With Spouse,0.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,6,4,Yes,Normal Cost,1.0,10,Normal,small
14035,tour_iddgqaf9d9,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Higher Cost,2.0,7,Normal,small
14036,tour_id5nrdo5nw,BELGIUM,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,8,0,Yes,Higher Cost,2.0,8,Normal,small
14037,tour_idxv8pubab,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost,2.0,3,Normal,small
14038,tour_idau108cjo,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost,2.0,5,Normal,small
14039,tour_idyh9anow7,JAPAN,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,2,Yes,Normal Cost,1.0,5,Normal,small
14040,tour_idaqgslmv5,BELGIUM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost,2.0,7,Normal,small
14041,tour_idwt9a0dvw,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost,2.0,9,Normal,small
14042,tour_idcdn887bg,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,10,Yes,Normal Cost,1.0,10,Normal,small
14043,tour_idzp62droo,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,Lower Cost,1.0,10,Normal,small
14044,tour_idbda53h5j,COLOMBIA,25-44,With Other Friends/Relatives,4.0,0.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,Yes,Higher Cost,4.0,2,Normal,small
14045,tour_idacg2kei0,SPAIN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,No,Higher Cost,2.0,9,Normal,small
14046,tour_idwo13dk8h,RWANDA,45-64,With Spouse,0.0,1.0,Meetings and Conference,Diving and Sport Fishing,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Yes,Lower Cost,1.0,5,Normal,small
14047,tour_idt16c1cf4,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,7,Yes,High Cost,2.0,21,extended,small
14048,tour_ido0aqx3ky,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost,1.0,10,Normal,small
14049,tour_idwz9no80q,CANADA,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost,1.0,10,Normal,small
14050,tour_idk8tli9y3,UNITED KINGDOM,18-24,,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,24,4,Yes,High Cost,1.0,28,extended,small
14051,tour_idh8b9knif,ITALY,25-44,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,6,0,Yes,Higher Cost,3.0,6,Normal,small
14052,tour_idovz7yrvm,SOUTH AFRICA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,Normal Cost,1.0,10,Normal,small
14053,tour_idjtv6z39e,UNITED KINGDOM,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost,2.0,4,Normal,small
14054,tour_ids0elsrik,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost,1.0,14,Normal,small
14055,tour_idns4s1g7i,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,0,Yes,Higher Cost,2.0,12,Normal,small
